user_id,age,gender,height,weight,activity_level,dietary_preference,BMI,obesity_level,goal,TDEE,daily_cals_goal,protein_g,carbs_g,fats_g
432,22,Female,168,58,Lightly Active,Omnivore,20.55,healthy weight,mainten_weight,1868.62,1868.62,140.15,186.86,62.29
433,58,Male,178,85,Moderately Active,Vegan,26.83,overweight,loss_weight,2600.12,2100.12,260.01,195.01,86.67
434,40,Female,172,78,Sedentary,Omnivore,26.37,overweight,loss_weight,1792.8,1292.8,179.28,134.46,59.76
435,25,Male,180,85,Moderately Active,Omnivore,26.23,overweight,loss_weight,2875.25,2375.25,287.53,215.64,95.84
436,32,Female,165,60,Lightly Active,Vegetarian,22.04,healthy weight,mainten_weight,1801.59,1801.59,135.12,180.16,60.05
437,55,Male,175,90,Sedentary,Omnivore,29.39,overweight,loss_weight,2068.5,1568.5,206.85,155.14,68.95
438,28,Female,170,70,Very Active,Vegan,24.22,healthy weight,mainten_weight,2521.09,2521.09,189.08,252.11,84.04
439,62,Female,160,65,Lightly Active,Vegan,25.39,overweight,loss_weight,1621.12,1121.12,162.11,121.58,54.04
440,38,Male,185,95,Moderately Active,Omnivore,27.76,overweight,loss_weight,2977.94,2477.94,297.79,223.35,99.26
441,21,Female,168,55,Very Active,Vegan,19.49,healthy weight,mainten_weight,2301.15,2301.15,172.59,230.12,76.7
442,40,Male,190,110,Sedentary,Omnivore,30.47,obese,loss_weight,2511.0,2011.0,251.1,188.32,83.7
443,23,Female,172,68,Moderately Active,Vegetarian,22.99,healthy weight,mainten_weight,2292.45,2292.45,171.93,229.25,76.41
444,48,Male,178,80,Lightly Active,Vegan,25.25,overweight,loss_weight,2306.56,1806.56,230.66,172.99,76.89
445,25,Male,180,80,Moderately Active,Omnivore,24.69,healthy weight,mainten_weight,2797.75,2797.75,209.83,279.78,93.26
446,32,Female,165,65,Lightly Active,Vegetarian,23.88,healthy weight,mainten_weight,1870.34,1870.34,140.28,187.03,62.34
447,48,Male,175,95,Very Active,Omnivore,31.02,obese,loss_weight,3120.09,2620.09,312.01,234.01,104.0
448,55,Female,160,70,Sedentary,Vegan,27.34,overweight,loss_weight,1516.8,1016.8,151.68,113.76,50.56
449,28,Male,190,90,Moderately Active,Omnivore,24.93,healthy weight,mainten_weight,3026.38,3026.38,226.98,302.64,100.88
450,62,Male,170,85,Lightly Active,Vegan,29.41,overweight,loss_weight,2210.31,1710.31,221.03,165.77,73.68
451,35,Female,170,75,Very Active,Vegetarian,25.95,overweight,loss_weight,2546.96,2046.96,254.7,191.02,84.9
452,22,Female,160,55,Sedentary,Vegan,21.48,healthy weight,mainten_weight,1534.8,1534.8,115.11,153.48,51.16
453,40,Male,185,100,Moderately Active,Omnivore,29.22,overweight,loss_weight,3039.94,2539.94,303.99,228.0,101.33
454,29,Female,175,85,Very Active,Vegetarian,27.76,overweight,loss_weight,2825.12,2325.12,282.51,211.88,94.17
455,25,Male,180,80,Moderately Active,Omnivore,24.69,healthy weight,mainten_weight,2797.75,2797.75,209.83,279.78,93.26
456,38,Female,165,65,Lightly Active,Vegetarian,23.88,healthy weight,mainten_weight,1829.09,1829.09,137.18,182.91,60.97
457,55,Male,175,90,Sedentary,Omnivore,29.39,overweight,loss_weight,2068.5,1568.5,206.85,155.14,68.95
458,62,Female,160,70,Moderately Active,Vegan,27.34,overweight,loss_weight,1904.95,1404.95,190.5,142.87,63.5
459,28,Male,190,100,Very Active,Omnivore,27.7,overweight,loss_weight,3540.56,3040.56,354.06,265.54,118.02
460,42,Female,170,75,Lightly Active,Vegan,25.95,overweight,loss_weight,1982.06,1482.06,198.21,148.65,66.07
461,68,Male,170,85,Sedentary,Omnivore,29.41,overweight,loss_weight,1893.0,1393.0,189.3,141.97,63.1
462,22,Female,165,55,Very Active,Vegan,20.2,healthy weight,mainten_weight,2260.18,2260.18,169.51,226.02,75.34
463,35,Male,185,95,Moderately Active,Omnivore,27.76,overweight,loss_weight,3001.19,2501.19,300.12,225.09,100.04
464,58,Female,155,60,Sedentary,Vegan,24.97,healthy weight,mainten_weight,1341.3,1341.3,100.6,134.13,44.71
465,25,Female,165,55,Lightly Active,Omnivore,20.2,healthy weight,mainten_weight,1780.97,1780.97,133.57,178.1,59.37
466,32,Male,180,80,Moderately Active,Omnivore,24.69,healthy weight,mainten_weight,2743.5,2743.5,205.76,274.35,91.45
467,58,Female,160,70,Sedentary,Vegetarian,27.34,overweight,loss_weight,1498.8,998.8,149.88,112.41,49.96
468,38,Male,190,95,Very Active,Omnivore,26.32,overweight,loss_weight,3368.06,2868.06,336.81,252.6,112.27
469,22,Female,170,60,Lightly Active,Vegan,20.76,healthy weight,mainten_weight,1913.31,1913.31,143.5,191.33,63.78
470,65,Male,175,85,Sedentary,Omnivore,27.76,overweight,loss_weight,1948.5,1448.5,194.85,146.14,64.95
471,40,Female,168,65,Moderately Active,Vegetarian,23.03,healthy weight,mainten_weight,2075.45,2075.45,155.66,207.54,69.18
472,28,Male,185,90,Very Active,Vegan,26.3,overweight,loss_weight,3314.16,2814.16,331.42,248.56,110.47
473,52,Female,158,62,Sedentary,Vegan,24.84,healthy weight,mainten_weight,1423.8,1423.8,106.78,142.38,47.46
474,35,Male,178,75,Moderately Active,Omnivore,23.67,healthy weight,mainten_weight,2623.38,2623.38,196.75,262.34,87.45
475,25,Male,180,80,Moderately Active,Omnivore,24.69,healthy weight,mainten_weight,2797.75,2797.75,209.83,279.78,93.26
476,35,Female,165,65,Lightly Active,Vegetarian,23.88,healthy weight,mainten_weight,1849.72,1849.72,138.73,184.97,61.66
477,55,Female,160,70,Sedentary,Vegan,27.34,overweight,loss_weight,1516.8,1016.8,151.68,113.76,50.56
478,40,Male,190,95,Very Active,Omnivore,26.32,overweight,loss_weight,3350.81,2850.81,335.08,251.31,111.69
479,28,Female,170,55,Lightly Active,Vegan,19.03,healthy weight,mainten_weight,1803.31,1803.31,135.25,180.33,60.11
480,62,Male,175,85,Moderately Active,Omnivore,27.76,overweight,loss_weight,2540.06,2040.06,254.01,190.5,84.67
481,32,Female,168,60,Very Active,Vegetarian,21.26,healthy weight,mainten_weight,2292.53,2292.53,171.94,229.25,76.42
482,21,Male,185,88,Sedentary,Vegan,25.71,overweight,loss_weight,2323.5,1823.5,232.35,174.26,77.45
483,48,Male,178,90,Moderately Active,Omnivore,28.41,overweight,loss_weight,2755.12,2255.12,275.51,206.63,91.84
484,38,Female,172,75,Lightly Active,Vegan,25.35,overweight,loss_weight,2026.75,1526.75,202.68,152.01,67.56
485,25,Male,180,85,Moderately Active,Omnivore,26.23,overweight,loss_weight,2875.25,2375.25,287.53,215.64,95.84
486,38,Female,165,62,Lightly Active,Vegan,22.77,healthy weight,mainten_weight,1787.84,1787.84,134.09,178.78,59.59
487,55,Female,160,70,Sedentary,Vegetarian,27.34,overweight,loss_weight,1516.8,1016.8,151.68,113.76,50.56
488,28,Male,190,95,Very Active,Omnivore,26.32,overweight,loss_weight,3454.31,2954.31,345.43,259.07,115.14
489,62,Male,175,80,Lightly Active,Omnivore,26.12,overweight,loss_weight,2184.53,1684.5300000000002,218.45,163.84,72.82
490,32,Female,170,68,Moderately Active,Vegan,23.53,healthy weight,mainten_weight,2203.33,2203.33,165.25,220.33,73.44
491,21,Female,168,55,Sedentary,Vegan,19.49,healthy weight,mainten_weight,1600.8,1600.8,120.06,160.08,53.36
492,40,Male,185,90,Very Active,Omnivore,26.3,overweight,loss_weight,3210.66,2710.66,321.07,240.8,107.02
493,27,Female,172,75,Moderately Active,Vegetarian,25.35,overweight,loss_weight,2369.95,1869.9499999999998,237.0,177.75,79.0
494,19,Male,183,78,Lightly Active,Omnivore,23.29,healthy weight,mainten_weight,2521.41,2521.41,189.11,252.14,84.05
495,25,Male,180,85,Moderately Active,Omnivore,26.23,overweight,loss_weight,2875.25,2375.25,287.53,215.64,95.84
496,32,Female,165,60,Lightly Active,Vegan,22.04,healthy weight,mainten_weight,1801.59,1801.59,135.12,180.16,60.05
497,55,Male,175,90,Sedentary,Omnivore,29.39,overweight,loss_weight,2068.5,1568.5,206.85,155.14,68.95
498,68,Female,160,70,Sedentary,Vegetarian,27.34,overweight,loss_weight,1438.8,938.8,143.88,107.91,47.96
499,47,Male,168,115,Sedentary,Omnivore,40.75,severely obese,loss_weight,2364.0,1864.0,236.4,177.3,78.8
500,77,Male,161,106,Sedentary,Vegan,40.89,severely obese,loss_weight,2023.5,1523.5,202.35,151.76,67.45
501,51,Female,162,72,Moderately Active,Vegan,27.43,overweight,loss_weight,2040.58,1540.58,204.06,153.04,68.02
502,50,Female,188,61,Moderately Active,Vegetarian,17.26,underweight,gain_muscle,2129.7,2629.7,186.35,239.59,47.33
503,77,Male,185,101,Moderately Active,Vegetarian,29.51,overweight,loss_weight,2768.69,2268.69,276.87,207.65,92.29
504,53,Male,196,62,Lightly Active,Vegetarian,16.14,underweight,gain_muscle,2179.38,2679.38,190.7,245.18,48.43
505,79,Female,156,96,Sedentary,Vegan,39.45,obese,loss_weight,1654.8,1154.8,165.48,124.11,55.16
506,65,Female,169,59,Sedentary,Vegetarian,20.66,healthy weight,mainten_weight,1392.3,1392.3,104.42,139.23,46.41
507,25,Male,183,53,Sedentary,Vegetarian,15.83,underweight,gain_muscle,1864.5,2364.5,163.14,209.76,41.43
508,39,Male,153,58,Moderately Active,Omnivore,24.78,healthy weight,mainten_weight,2086.69,2086.69,156.5,208.67,69.56
509,53,Female,194,60,Moderately Active,Vegan,15.94,underweight,gain_muscle,2149.08,2649.08,188.04,241.77,47.76
510,42,Female,198,75,Moderately Active,Vegetarian,19.13,healthy weight,mainten_weight,2505.58,2505.58,187.92,250.56,83.52
511,74,Male,184,82,Moderately Active,Vegan,24.22,healthy weight,mainten_weight,2487.75,2487.75,186.58,248.78,82.92
512,72,Male,162,93,Sedentary,Vegan,35.44,obese,loss_weight,1905.0,1405.0,190.5,142.88,63.5
513,18,Female,192,112,Moderately Active,Vegan,30.38,obese,loss_weight,3206.95,2706.95,320.69,240.52,106.9
514,51,Male,199,62,Moderately Active,Pescatarian,15.66,underweight,gain_muscle,2501.31,3001.31,218.86,281.4,55.58
515,70,Female,164,61,Very Active,Pescatarian,22.68,healthy weight,mainten_weight,1938.9,1938.9,145.42,193.89,64.63
516,53,Male,150,79,Sedentary,Pescatarian,35.11,obese,loss_weight,1761.0,1261.0,176.1,132.07,58.7
517,59,Female,180,97,Moderately Active,Pescatarian,29.94,overweight,loss_weight,2540.45,2040.4499999999998,254.04,190.53,84.68
518,46,Male,170,76,Sedentary,Vegan,26.3,overweight,loss_weight,1917.0,1417.0,191.7,143.78,63.9
519,34,Female,177,54,Sedentary,Pescatarian,17.24,underweight,gain_muscle,1578.3,2078.3,138.1,177.56,35.07
520,44,Male,178,78,Sedentary,Pescatarian,24.62,healthy weight,mainten_weight,2013.0,2013.0,150.97,201.3,67.1
521,52,Male,169,101,Lightly Active,Vegan,35.36,obese,loss_weight,2490.47,1990.4699999999998,249.05,186.79,83.02
522,56,Female,169,57,Very Active,Vegan,19.96,healthy weight,mainten_weight,2044.56,2044.56,153.34,204.46,68.15
523,70,Male,166,54,Sedentary,Pescatarian,19.6,healthy weight,mainten_weight,1479.0,1479.0,110.92,147.9,49.3
524,72,Female,179,58,Moderately Active,Pescatarian,18.1,underweight,gain_muscle,1825.51,2325.51,159.73,205.37,40.57
525,57,Male,163,111,Very Active,Vegan,41.78,severely obese,loss_weight,3189.09,2689.09,318.91,239.18,106.3
526,44,Female,190,107,Moderately Active,Vegetarian,29.64,overweight,loss_weight,2908.58,2408.58,290.86,218.14,96.95
527,70,Female,150,100,Moderately Active,Pescatarian,44.44,severely obese,loss_weight,2211.08,1711.08,221.11,165.83,73.7
528,38,Male,197,50,Sedentary,Pescatarian,12.88,underweight,gain_muscle,1855.5,2355.5,162.36,208.74,41.23
529,51,Female,152,92,Sedentary,Vegetarian,39.82,obese,loss_weight,1744.8,1244.8,174.48,130.86,58.16
530,21,Female,183,86,Very Active,Pescatarian,25.68,overweight,loss_weight,2997.62,2497.62,299.76,224.82,99.92
531,52,Male,173,71,Moderately Active,Vegan,23.72,healthy weight,mainten_weight,2381.19,2381.19,178.59,238.12,79.37
532,40,Female,178,88,Sedentary,Pescatarian,27.77,overweight,loss_weight,1957.8,1457.8,195.78,146.83,65.26
533,61,Male,199,104,Very Active,Vegan,26.26,overweight,loss_weight,3421.97,2921.97,342.2,256.65,114.07
534,36,Male,171,81,Lightly Active,Vegan,27.7,overweight,loss_weight,2342.66,1842.6599999999999,234.27,175.7,78.09
535,70,Female,164,79,Very Active,Omnivore,29.37,overweight,loss_weight,2249.4,1749.4,224.94,168.71,74.98
536,20,Male,196,80,Lightly Active,Pescatarian,20.82,healthy weight,mainten_weight,2653.75,2653.75,199.03,265.38,88.46
537,36,Female,152,64,Lightly Active,Vegetarian,27.7,overweight,loss_weight,1717.38,1217.38,171.74,128.8,57.25
538,40,Male,187,81,Very Active,Pescatarian,23.16,healthy weight,mainten_weight,3076.97,3076.97,230.77,307.7,102.57
539,61,Female,167,96,Moderately Active,Omnivore,34.42,obese,loss_weight,2383.51,1883.5100000000002,238.35,178.76,79.45
540,77,Male,184,74,Very Active,Omnivore,21.86,healthy weight,mainten_weight,2604.75,2604.75,195.36,260.48,86.82
541,63,Female,177,113,Very Active,Vegan,36.07,obese,loss_weight,3036.43,2536.43,303.64,227.73,101.21
542,37,Male,154,78,Very Active,Omnivore,32.89,obese,loss_weight,2695.31,2195.31,269.53,202.15,89.84
543,41,Male,191,97,Moderately Active,Omnivore,26.59,overweight,loss_weight,3043.81,2543.81,304.38,228.29,101.46
544,69,Female,180,112,Very Active,Omnivore,34.57,obese,loss_weight,2999.78,2499.78,299.98,224.98,99.99
545,56,Female,177,56,Sedentary,Omnivore,17.87,underweight,gain_muscle,1470.3,1970.3,128.65,165.41,32.67
546,74,Female,187,82,Moderately Active,Vegan,23.45,healthy weight,mainten_weight,2259.51,2259.51,169.46,225.95,75.32
547,25,Male,188,117,Very Active,Pescatarian,33.1,obese,loss_weight,3838.12,3338.12,383.81,287.86,127.94
548,44,Male,171,104,Moderately Active,Vegan,35.57,obese,loss_weight,2935.31,2435.31,293.53,220.15,97.84
549,69,Female,165,110,Lightly Active,Vegetarian,40.4,severely obese,loss_weight,2234.72,1734.7199999999998,223.47,167.6,74.49
550,26,Female,166,68,Moderately Active,Vegan,24.68,healthy weight,mainten_weight,2211.08,2211.08,165.83,221.11,73.7
551,26,Male,192,82,Lightly Active,Omnivore,22.24,healthy weight,mainten_weight,2605.62,2605.62,195.42,260.56,86.85
552,46,Female,188,50,Sedentary,Omnivore,14.15,underweight,gain_muscle,1540.8,2040.8,134.82,173.34,34.24
553,61,Male,192,73,Moderately Active,Pescatarian,19.8,healthy weight,mainten_weight,2526.5,2526.5,189.49,252.65,84.22
554,31,Male,169,93,Very Active,Vegan,32.56,obese,loss_weight,3167.53,2667.53,316.75,237.56,105.58
555,78,Female,169,96,Lightly Active,Pescatarian,33.61,obese,loss_weight,2014.72,1514.72,201.47,151.1,67.16
556,21,Female,184,96,Sedentary,Omnivore,28.36,overweight,loss_weight,2212.8,1712.8000000000002,221.28,165.96,73.76
557,58,Male,154,110,Very Active,Pescatarian,46.38,severely obese,loss_weight,3066.19,2566.19,306.62,229.96,102.21
558,30,Female,166,92,Lightly Active,Vegan,33.39,obese,loss_weight,2263.94,1763.94,226.39,169.8,75.46
559,53,Male,187,119,Moderately Active,Vegan,34.03,obese,loss_weight,3253.06,2753.06,325.31,243.98,108.44
560,62,Male,170,117,Very Active,Vegan,40.48,severely obese,loss_weight,3324.94,2824.94,332.49,249.37,110.83
561,24,Female,163,105,Very Active,Omnivore,39.52,obese,loss_weight,3083.87,2583.87,308.39,231.29,102.8
562,58,Female,171,87,Lightly Active,Vegetarian,29.75,overweight,loss_weight,2045.66,1545.66,204.57,153.42,68.19
563,67,Female,172,115,Lightly Active,Omnivore,38.87,obese,loss_weight,2377.38,1877.38,237.74,178.3,79.25
564,48,Male,154,52,Moderately Active,Vegetarian,21.93,healthy weight,mainten_weight,1933.62,1933.62,145.02,193.36,64.45
565,29,Female,192,100,Moderately Active,Vegan,27.13,overweight,loss_weight,2935.7,2435.7,293.57,220.18,97.86
566,75,Male,189,88,Sedentary,Vegetarian,24.64,healthy weight,mainten_weight,2029.5,2029.5,152.21,202.95,67.65
567,26,Male,185,93,Lightly Active,Pescatarian,27.17,overweight,loss_weight,2696.72,2196.72,269.67,202.25,89.89
568,60,Female,191,95,Sedentary,Vegan,26.04,overweight,loss_weight,2019.3,1519.3,201.93,151.45,67.31
569,36,Female,192,107,Very Active,Pescatarian,29.03,overweight,loss_weight,3327.53,2827.53,332.75,249.56,110.92
570,69,Female,183,71,Moderately Active,Pescatarian,21.2,healthy weight,mainten_weight,2089.01,2089.01,156.68,208.9,69.63
571,66,Male,164,100,Sedentary,Vegetarian,37.18,obese,loss_weight,2040.0,1540.0,204.0,153.0,68.0
572,41,Male,167,58,Moderately Active,Pescatarian,20.8,healthy weight,mainten_weight,2206.81,2206.81,165.51,220.68,73.56
573,53,Female,189,111,Sedentary,Pescatarian,31.07,obese,loss_weight,2238.3,1738.3000000000002,223.83,167.87,74.61
574,45,Female,176,110,Lightly Active,Pescatarian,35.51,obese,loss_weight,2494.25,1994.25,249.43,187.07,83.14
575,24,Female,187,97,Sedentary,Vegetarian,27.74,overweight,loss_weight,2229.3,1729.3000000000002,222.93,167.2,74.31
576,32,Male,157,70,Very Active,Vegan,28.4,overweight,loss_weight,2632.78,2132.78,263.28,197.46,87.76
577,46,Female,159,116,Sedentary,Omnivore,45.88,severely obese,loss_weight,2115.3,1615.3000000000002,211.53,158.65,70.51
578,52,Female,179,98,Moderately Active,Vegetarian,30.59,obese,loss_weight,2600.51,2100.51,260.05,195.04,86.68
579,73,Male,191,98,Sedentary,Vegetarian,26.86,overweight,loss_weight,2176.5,1676.5,217.65,163.24,72.55
580,31,Male,158,89,Very Active,Vegan,35.65,obese,loss_weight,2979.94,2479.94,297.99,223.5,99.33
581,47,Female,164,77,Moderately Active,Pescatarian,28.63,overweight,loss_weight,2168.45,1668.4499999999998,216.84,162.63,72.28
582,42,Female,162,103,Moderately Active,Vegan,39.25,obese,loss_weight,2590.83,2090.83,259.08,194.31,86.36
583,53,Female,161,108,Lightly Active,Omnivore,41.67,severely obese,loss_weight,2282.84,1782.8400000000001,228.28,171.21,76.09
584,31,Female,176,91,Very Active,Omnivore,29.38,overweight,loss_weight,2922.15,2422.15,292.22,219.16,97.41
585,55,Female,198,75,Sedentary,Vegan,19.13,healthy weight,mainten_weight,1861.8,1861.8,139.63,186.18,62.06
586,47,Male,170,95,Moderately Active,Vegetarian,32.87,obese,loss_weight,2762.88,2262.88,276.29,207.22,92.1
587,45,Female,155,73,Lightly Active,Vegan,30.39,obese,loss_weight,1805.03,1305.03,180.5,135.38,60.17
588,38,Female,160,106,Sedentary,Vegan,41.41,severely obese,loss_weight,2050.8,1550.8000000000002,205.08,153.81,68.36
589,24,Female,188,77,Very Active,Vegan,21.79,healthy weight,mainten_weight,2870.4,2870.4,215.28,287.04,95.68
590,79,Male,158,102,Very Active,Pescatarian,40.86,severely obese,loss_weight,2790.19,2290.19,279.02,209.26,93.01
591,74,Female,194,110,Very Active,Vegan,29.23,overweight,loss_weight,3073.09,2573.09,307.31,230.48,102.44
592,20,Male,185,95,Very Active,Pescatarian,27.76,overweight,loss_weight,3469.41,2969.41,346.94,260.21,115.65
593,41,Male,193,61,Lightly Active,Vegetarian,16.38,underweight,gain_muscle,2222.34,2722.34,194.45,250.01,49.39
594,37,Female,170,98,Sedentary,Pescatarian,33.91,obese,loss_weight,2035.8,1535.8,203.58,152.69,67.86
595,57,Male,198,87,Moderately Active,Vegetarian,22.19,healthy weight,mainten_weight,2832.62,2832.62,212.45,283.26,94.42
596,52,Female,187,104,Lightly Active,Omnivore,29.74,overweight,loss_weight,2458.16,1958.1599999999999,245.82,184.36,81.94
597,31,Female,186,113,Lightly Active,Omnivore,32.66,obese,loss_weight,2717.69,2217.69,271.77,203.83,90.59
598,33,Female,175,95,Very Active,Omnivore,31.02,obese,loss_weight,2963.12,2463.12,296.31,222.23,98.77
599,30,Female,163,78,Moderately Active,Vegetarian,29.36,overweight,loss_weight,2306.01,1806.0100000000002,230.6,172.95,76.87
600,43,Male,188,74,Moderately Active,Pescatarian,20.94,healthy weight,mainten_weight,2642.75,2642.75,198.21,264.28,88.09
601,66,Female,190,60,Sedentary,Vegetarian,16.62,underweight,gain_muscle,1555.8,2055.8,136.13,175.03,34.57
602,19,Male,190,62,Lightly Active,Vegan,17.17,underweight,gain_muscle,2361.56,2861.56,206.64,265.68,52.48
603,57,Male,154,97,Very Active,Pescatarian,40.9,severely obese,loss_weight,2850.56,2350.56,285.06,213.79,95.02
604,49,Male,157,112,Moderately Active,Pescatarian,45.44,severely obese,loss_weight,2884.94,2384.94,288.49,216.37,96.16
605,32,Female,158,57,Sedentary,Pescatarian,22.83,healthy weight,mainten_weight,1483.8,1483.8,111.28,148.38,49.46
606,33,Male,172,101,Lightly Active,Pescatarian,34.14,obese,loss_weight,2646.88,2146.88,264.69,198.52,88.23
607,73,Male,186,63,Very Active,Vegan,18.21,underweight,gain_muscle,2471.06,2971.06,216.22,277.99,54.91
608,32,Male,170,107,Very Active,Omnivore,37.02,obese,loss_weight,3411.19,2911.19,341.12,255.84,113.71
609,66,Female,155,63,Sedentary,Pescatarian,26.22,overweight,loss_weight,1329.3,829.3,132.93,99.7,44.31
610,66,Male,162,83,Very Active,Vegan,31.63,obese,loss_weight,2617.69,2117.69,261.77,196.33,87.26
611,29,Male,180,58,Lightly Active,Vegan,17.9,underweight,gain_muscle,2151.88,2651.88,188.29,242.09,47.82
612,56,Female,183,71,Lightly Active,Omnivore,21.2,healthy weight,mainten_weight,1942.53,1942.53,145.69,194.25,64.75
613,23,Male,199,87,Very Active,Pescatarian,21.97,healthy weight,mainten_weight,3456.47,3456.47,259.24,345.65,115.22
614,49,Male,181,90,Lightly Active,Vegetarian,27.47,overweight,loss_weight,2462.97,1962.9699999999998,246.3,184.72,82.1
615,59,Male,163,111,Lightly Active,Pescatarian,41.78,severely obese,loss_weight,2528.28,2028.2800000000002,252.83,189.62,84.28
616,21,Male,172,98,Sedentary,Vegetarian,33.13,obese,loss_weight,2346.0,1846.0,234.6,175.95,78.2
617,41,Female,161,86,Moderately Active,Vegan,33.18,obese,loss_weight,2325.39,1825.3899999999999,232.54,174.4,77.51
618,29,Female,169,77,Very Active,Vegetarian,26.96,overweight,loss_weight,2622.43,2122.43,262.24,196.68,87.41
619,65,Male,187,75,Moderately Active,Pescatarian,21.45,healthy weight,mainten_weight,2478.06,2478.06,185.85,247.81,82.6
620,51,Female,186,71,Lightly Active,Vegetarian,20.52,healthy weight,mainten_weight,2002.69,2002.69,150.2,200.27,66.76
621,64,Male,197,114,Lightly Active,Vegan,29.37,overweight,loss_weight,2827.34,2327.34,282.73,212.05,94.24
622,47,Male,198,96,Lightly Active,Vegan,24.49,healthy weight,mainten_weight,2705.31,2705.31,202.9,270.53,90.18
623,71,Female,199,119,Lightly Active,Pescatarian,30.05,obese,loss_weight,2636.91,2136.91,263.69,197.77,87.9
624,18,Female,197,96,Moderately Active,Pescatarian,24.74,healthy weight,mainten_weight,3007.39,3007.39,225.55,300.74,100.25
625,31,Male,187,70,Sedentary,Vegan,20.02,healthy weight,mainten_weight,2062.5,2062.5,154.69,206.25,68.75
626,68,Male,169,95,Lightly Active,Omnivore,33.26,obese,loss_weight,2297.97,1797.9699999999998,229.8,172.35,76.6
627,50,Female,198,71,Sedentary,Vegan,18.11,underweight,gain_muscle,1843.8,2343.8,161.33,207.43,40.97
628,47,Female,179,60,Lightly Active,Pescatarian,18.73,healthy weight,mainten_weight,1818.78,1818.78,136.41,181.88,60.63
629,71,Male,191,68,Lightly Active,Pescatarian,18.64,healthy weight,mainten_weight,2095.16,2095.16,157.14,209.52,69.84
630,29,Female,181,82,Sedentary,Omnivore,25.03,overweight,loss_weight,1974.3,1474.3,197.43,148.07,65.81
631,53,Female,170,84,Sedentary,Pescatarian,29.07,overweight,loss_weight,1771.8,1271.8,177.18,132.88,59.06
632,65,Male,192,84,Moderately Active,Vegan,22.79,healthy weight,mainten_weight,2666.0,2666.0,199.95,266.6,88.87
633,39,Female,175,91,Sedentary,Pescatarian,29.71,overweight,loss_weight,1977.3,1477.3,197.73,148.3,65.91
634,33,Male,156,110,Sedentary,Pescatarian,45.2,severely obese,loss_weight,2298.0,1798.0,229.8,172.35,76.6
635,25,Male,192,90,Moderately Active,Omnivore,24.41,healthy weight,mainten_weight,3069.0,3069.0,230.17,306.9,102.3
636,46,Male,174,118,Moderately Active,Pescatarian,38.97,obese,loss_weight,3165.88,2665.88,316.59,237.44,105.53
637,72,Female,151,92,Moderately Active,Vegan,40.35,severely obese,loss_weight,2081.26,1581.2600000000002,208.13,156.09,69.38
638,30,Male,164,101,Sedentary,Vegan,37.55,obese,loss_weight,2268.0,1768.0,226.8,170.1,75.6
639,51,Male,178,63,Sedentary,Vegetarian,19.88,healthy weight,mainten_weight,1791.0,1791.0,134.32,179.1,59.7
640,34,Male,175,55,Moderately Active,Vegetarian,17.96,underweight,gain_muscle,2292.06,2792.06,200.56,257.86,50.93
641,56,Female,197,93,Sedentary,Vegan,23.96,healthy weight,mainten_weight,2064.3,2064.3,154.82,206.43,68.81
642,43,Male,179,94,Moderately Active,Vegetarian,29.34,overweight,loss_weight,2865.56,2365.56,286.56,214.92,95.52
643,41,Female,176,75,Sedentary,Omnivore,24.21,healthy weight,mainten_weight,1780.8,1780.8,133.56,178.08,59.36
644,20,Female,192,57,Moderately Active,Pescatarian,15.46,underweight,gain_muscle,2338.95,2838.95,204.66,263.13,51.98
645,57,Female,180,72,Sedentary,Vegan,22.22,healthy weight,mainten_weight,1678.8,1678.8,125.91,167.88,55.96
646,54,Male,171,57,Lightly Active,Vegan,19.49,healthy weight,mainten_weight,1888.91,1888.91,141.67,188.89,62.96
647,36,Male,196,102,Lightly Active,Omnivore,26.55,overweight,loss_weight,2846.25,2346.25,284.62,213.47,94.88
648,69,Female,197,112,Moderately Active,Omnivore,28.86,overweight,loss_weight,2860.14,2360.14,286.01,214.51,95.34
649,34,Female,176,116,Lightly Active,Vegetarian,37.45,obese,loss_weight,2652.38,2152.38,265.24,198.93,88.41
650,24,Female,183,118,Moderately Active,Omnivore,35.24,obese,loss_weight,3166.26,2666.26,316.63,237.47,105.54
651,32,Male,152,88,Sedentary,Vegan,38.09,obese,loss_weight,2010.0,1510.0,201.0,150.75,67.0
652,31,Female,199,93,Moderately Active,Omnivore,23.48,healthy weight,mainten_weight,2879.51,2879.51,215.96,287.95,95.98
653,77,Male,197,75,Moderately Active,Vegetarian,19.33,healthy weight,mainten_weight,2481.94,2481.94,186.15,248.19,82.73
654,29,Male,168,72,Lightly Active,Omnivore,25.51,overweight,loss_weight,2241.25,1741.25,224.12,168.09,74.71
655,61,Male,157,93,Moderately Active,Pescatarian,37.73,obese,loss_weight,2497.44,1997.44,249.74,187.31,83.25
656,34,Female,186,89,Very Active,Vegetarian,25.73,overweight,loss_weight,2969.59,2469.59,296.96,222.72,98.99
657,18,Female,190,119,Lightly Active,Vegan,32.96,obese,loss_weight,2923.94,2423.94,292.39,219.3,97.46
658,58,Female,182,79,Sedentary,Vegetarian,23.85,healthy weight,mainten_weight,1771.8,1771.8,132.88,177.18,59.06
659,28,Male,199,98,Sedentary,Vegan,24.75,healthy weight,mainten_weight,2506.5,2506.5,187.99,250.65,83.55
660,19,Male,198,86,Moderately Active,Vegetarian,21.94,healthy weight,mainten_weight,3111.62,3111.62,233.37,311.16,103.72
